txid,size,ts_send,ts_accept,ts_commit,ts_error
b1c78f016514ee00d360390dcf19bfa7221e30c9cbd0368d16d0335d2a963d5d,1024,1548410097365,1548410097644,1548410099463,
0b62a3b63992e707e4080889872b7599680bcf95810ec42b13bb1b83a65729cd,1024,1548410097467,1548410097674,1548410099463,
a704e5e474c8dbeb583f8db96ab0eb5b72d3aaf395f871897bb2e1008f09edcc,1024,1548410097470,1548410097668,1548410099463,
0bf453b65bae6f609ad823771c402c6ce2b7d070a4b610fab3326bab08f16578,1021,1548410097648,1548410097767,1548410099464,
b61ec2abc2d23b1fe6ea80bb5dfc32afd84d524c84cb50f68322847f0b1c2322,1021,1548410097648,1548410097753,1548410099464,
b92708b086c571aeb0c1265719834406f77ff21b59ba937cd39b0b63ce2d674e,1024,1548410097684,1548410097726,1548410099464,
02040f6b4421f5b8fe9584677c648c864eeac050f461eb78a98070cd6bdcf361,1024,1548410097710,1548410097786,1548410099465,
a84e2caed19caeb22b73161d77c7f33cd68352a738c8c416b8636a207d154960,1024,1548410097645,1548410097803,1548410099465,
3fc5b2e1d1c8fd9c2ca1a28d507708f9e4b0d8c6a2edbe8db23b978466d381bf,1024,1548410097689,1548410097750,1548410099465,
095320529dd23a41df7c30ad7924a9b02eacc69499975e6497f4dcddb3afa5a8,1024,1548410097751,1548410097838,1548410099466,
296385434bc996cce747679b2c7020f2927c0b7f6eddd042c47394540a9b5e57,1024,1548410097726,1548410097845,1548410099466,
33f4652e9a8cbf3f25d6c1e807e0995e14bb62fcdafaa84a9955b1da518095dc,1024,1548410097767,1548410097892,1548410099466,
9bbbb420f244e7eaa9f2c31c2de9e2a1b20577d8169e749c5ff8a329b55ce4cb,1024,1548410097804,1548410097919,1548410099467,
4ccb2fd49d25c69aa8e44f913f731131fa37b932b49670686346bd012ca98c4c,1024,1548410097786,1548410097921,1548410099467,
23bfafba4d7fccfda686bc7600d025b945147e5ce0aa0fa08ed16bf5980b402b,1024,1548410097941,1548410098040,1548410099467,
0b545d561754d547b164e06010654847a8244451b5b874454a7b02b114d78c3e,1024,1548410097838,1548410097940,1548410099468,
2c7a115f3f5829ed541ce04bf01bde0f1a31837994edd6ebfa7c81b4b9c7d52d,1021,1548410097846,1548410097934,1548410099468,
2e931c952dd54bec2715800f40914f8bebb7ba7356e113229dfbca7d40861227,1024,1548410097920,1548410097963,1548410099468,
3ebd8577ce1ae1923f476abb9538c61f4cf2c06058671e104fe8c68584bf5bfd,1024,1548410097678,1548410097956,1548410099468,
87d4343acbc9b51a65ecdf301f44fea220114e247cd926a6c2d560f115eabf78,1024,1548410097674,1548410097984,1548410099469,
787bcc12732c20e5b7f9b9582622d6795b6c82e8f6c6536a36e2b174a4e0684a,1024,1548410097963,1548410098064,1548410099469,
e8bf46fb63c7d4752c71205649b2f64434b439ef395ed7540a7c093cd90610c9,1024,1548410097921,1548410097989,1548410099469,
7ebef2218dbb7135370a26cc230aa7f06a9d92edf30e8f7bdb2fea219d2a0578,1024,1548410097990,1548410098026,1548410099470,
b69dfc5d1494897c3d238dfa6cfc8df12268042672a123b6fea8383792759a7a,1024,1548410097753,1548410098090,1548410099470,
9e21cb0b922e45c294626dd99263713e0d7433da3b33878baa0991799ace5ebb,1024,1548410098056,1548410098146,1548410099470,
e0fcccbcd40d6ad7b3ffc94e09b6d2564b67883582933ecd596ea33b2597c696,1024,1548410097892,1548410098203,1548410099471,
51649758f44c805ae6c146c94049024f525e778e110315b2e8412f9bbb92d603,1024,1548410097935,1548410098056,1548410100445,
de4398193f04b4d0d0046d2548b5ada7104cf55a787268674251eafefeeb07d2,1024,1548410098245,1548410098515,1548410100446,
f9c29ab734f0a19dcfcc6a1a94d84745b18b8409777b6e40e96f45371078541b,1024,1548410098064,1548410098244,1548410100446,
7b7f98741f4ea81606244a61d357bd0954e5336d24b9af95ee79754a0ecdd281,1021,1548410098119,1548410098251,1548410100447,
d43b847098f944abb7413bd9509e19342c7dad087a928f0cdde27e56e17c7f86,1024,1548410098026,1548410098096,1548410100447,
d9140e4ffd1d4277b2c1f9163a10b366e411451900cc0223884550bc9276c38e,1024,1548410098061,1548410098119,1548410100447,
64d95823ad2bd13f00188ec2d24b0abb363ed94399a6733920993efad58f5fb0,1024,1548410098040,1548410098162,1548410100448,
b84db52b86d41860d3f5b88b2702a1ff203f9b7a0f696af7b1ce1fc04fa4b151,1024,1548410097956,1548410098082,1548410100448,
5c9b600cbe4dc56c3cbb3bb11eb90145ddb89be990063e02fdd26be59b200b6b,1021,1548410098091,1548410098271,1548410100448,
f7e10103853e59d702e027bb8c6a40d69ee394d0502c951d769ee66fee983830,1024,1548410098146,1548410098332,1548410100449,
427d25275493c0a6cd7b8e55c4bfa4c1466743f6d0a9c6a39480ebc96a6bdca3,1024,1548410098251,1548410098340,1548410100449,
f7afe2a46f5b202861ecc543ed762e9e3023a714caa2ff2b4c20d5bf5071034b,1024,1548410097985,1548410098061,1548410100449,
bbd5619d0270bf6616d347341424da8d9d5d250d63deb846c90b489945e9ca4e,1021,1548410098083,1548410098298,1548410100450,
a7a64118685679256d33247151ff239946bc97dc494793cff4fb50bd746d963c,1021,1548410098096,1548410098298,1548410100450,
0374c3d794fbd66e1130e1954afc9dc37f3016e948c2804f05f7c56f7b5eea42,1021,1548410098162,1548410098356,1548410100450,
9fe686164d2ebbb66b202ae83d1c90248234332e320504a738cef605bdf4c374,1024,1548410098203,1548410098363,1548410100451,
53bbfdbe60949a8796d26c9cf02c36cc10f488b00f07c5e9739be6eb523dde6f,1024,1548410098271,1548410098378,1548410100451,
001e1f66e17632ffa8f57d622b2a6d9c6c8b51d79ad37631be84115a00aa798a,1024,1548410098332,1548410098500,1548410100451,
74bc0a4143b39875174a5d91f73250041b921721279eead9027d252607d553a3,1024,1548410098299,1548410098514,1548410100451,
9d059068b8c27e5d11af83e0b46e15f3f35b7416f6d05f38fd236514731efbe9,1024,1548410098298,1548410098545,1548410100451,
73ac35c676e9d1aa12d0a2c8b306f43147616c611f23531ef065d1fb7f9b9236,1024,1548410098356,1548410098554,1548410100452,
b6b1e698ae035aceb84ce4474fc99ccb3719ab629cf1b645c49d65e75b695741,1021,1548410098341,1548410098609,1548410100452,
78845f31d7334f75d81efb8bda16e1fd68cfc85615a48108a6e43cb5a0881a92,1021,1548410098671,1548410098768,1548410100452,
c38564f6fc82fc1714fbe621c20f6aa833202b759a90c90c441c275f56413afb,1024,1548410098516,1548410098672,1548410100452,
f94ccffaf39ff5a0c3bb2472de892a66afd3892e933225104c2f5816eac6ac01,1021,1548410098363,1548410098671,1548410100453,
5ccfe8811599c3fd8aba6c9b0907a4e1349aa7f41f4c77a69dfdba8503127807,1024,1548410098515,1548410098760,1548410100453,
bc3d5ed766f6668cd8380dfd4b952cc6ba8f13ccd535a69602d36dc3b903e81e,1021,1548410098673,1548410098773,1548410100453,
644d8627e24ccf5c0142b4d8f65c51d8dcd03d681398a043c33efec8cca46411,1021,1548410098379,1548410098708,1548410100453,
355a775c2c55818df546f5ef8e3d2f6babbc4b79840dfb4f0c105b1cc7195e10,1024,1548410098500,1548410098746,1548410100453,
eacfc39e2096df3d8a41bf98d951f4978071571e5d74eff93f3e9e2707e9514e,1024,1548410098546,1548410098735,1548410100454,
c7a740c379705bf5fe76d6cc5256eab09d0662fcf80e81a4426a35dacd4ddecc,1024,1548410098554,1548410098751,1548410100454,
6fbc1ccea0d2a8de71f69225d3a43fcbf2782e91b0357db3413dcffe3937d5a3,1024,1548410098709,1548410098801,1548410100454,
acdbae565d06955b51fece44c9b02293b32f7cac6f1e6c5590bc3a5346333151,1021,1548410098747,1548410098802,1548410100454,
d9e24d691242ba0fc356f92d408b1c83fc1a91aa2a92a2d92ea63e1c8f97fdd2,1024,1548410098802,1548410098891,1548410100454,
0f54a245bbdfba35be7127afde1293c6f530472073b723b897156e4d5bd4298a,1021,1548410098773,1548410098841,1548410100455,
72776ef6f61339936fbf63a55397eb7cbcd149699e7711225397357c2bf646ff,1021,1548410098760,1548410098860,1548410100455,
5e53fc3a345fc0535980e1e7ca48919b5c2fc38cd1527fbc2a8bd438a9c59a56,1024,1548410098899,1548410099009,1548410100455,
378564265443e4b015ec32863cdd38b68691abea53228fb0fc3b904fa4d8cad7,1024,1548410098892,1548410099007,1548410100455,
20766cbfc66bd960a14f93d72d7d38da751c9ddb1afb12e1f178ff0f22d3106f,1021,1548410098735,1548410098898,1548410100456,
860854de08cd96ab5eea7d106f9ec3531b742dd6c9cd752b9eda9d31940aad45,1024,1548410098801,1548410098893,1548410100456,
08f80a6b53fc037f71e84c43c74527d2767b65dd53ea295dc40a647c2c5a34f6,1024,1548410098841,1548410098914,1548410100456,
a52f420ad01ac78e4b110b3fe3e6e895ca4f94d1efeb881df7ec8e9d64f59dfb,1024,1548410098995,1548410099031,1548410100456,
e2c41c94f12acd886f55dcbe27af62d5402a1e5e156fef485fb3270b07ca15de,1024,1548410098894,1548410098995,1548410100457,
a1b30abe908a72d24ebbec4c93a17e797d222c1c97ed545e6becf32ab75051e0,1024,1548410098610,1548410098995,1548410100457,
9288ead839f828e711296da0e0d82fc9ea7ee2497234cf63e7228ea9211144a0,1021,1548410098751,1548410099025,1548410100457,
5fecdbc11b9bd4f635cdee4429b12c88adcd41c5f56d6ac27a635d04244cf723,1021,1548410098769,1548410099037,1548410100457,
5e915f81259ec025242bc2b61637dae46d6c8cc5ebf35d4cf1989d26bb8813c3,1024,1548410099025,1548410099092,1548410100457,
